Date ,Time ,Open ,High,Low ,Close ,Volume
2022.09.01,20:00,0.86141,0.86219,0.86131,0.8614,13770
2022.09.02,0:00,0.86133,0.8619,0.86114,0.86183,6375
2022.09.02,4:00,0.86184,0.86296,0.86174,0.86278,6129
2022.09.02,8:00,0.86279,0.86417,0.86268,0.86294,13650
2022.09.02,12:00,0.86293,0.8674,0.86271,0.86736,22583
2022.09.02,16:00,0.86735,0.86756,0.86378,0.86499,29505
2022.09.02,20:00,0.865,0.86558,0.86433,0.86463,13537
2022.09.05,0:00,0.86489,0.86503,0.86297,0.86361,8646
2022.09.05,4:00,0.86362,0.86421,0.86327,0.8639,8031
2022.09.05,8:00,0.86391,0.86536,0.86227,0.86245,18104
2022.09.05,12:00,0.86244,0.86382,0.86142,0.8635,17225
2022.09.05,16:00,0.86349,0.86356,0.86167,0.86215,14965
2022.09.05,20:00,0.86216,0.86243,0.86174,0.86204,4294
2022.09.06,0:00,0.862,0.86279,0.85967,0.85995,8084
2022.09.06,4:00,0.85994,0.86041,0.85914,0.86012,8293
2022.09.06,8:00,0.8601,0.86198,0.85918,0.86026,18104
2022.09.06,12:00,0.86025,0.86046,0.85652,0.85726,18522
2022.09.06,16:00,0.85725,0.85972,0.8571,0.85925,28682
2022.09.06,20:00,0.85926,0.85991,0.85907,0.85959,13746
2022.09.07,0:00,0.85961,0.86143,0.85943,0.86138,6272
2022.09.07,4:00,0.86137,0.86248,0.86092,0.86173,9181
2022.09.07,8:00,0.86174,0.86233,0.86085,0.86165,14229
2022.09.07,12:00,0.86166,0.86622,0.86119,0.86531,24276
2022.09.07,16:00,0.8653,0.86879,0.86486,0.86749,27062
2022.09.07,20:00,0.86748,0.86852,0.86712,0.86724,14551
2022.09.08,0:00,0.8669,0.86863,0.86676,0.86767,6244
2022.09.08,4:00,0.86766,0.86838,0.86727,0.86817,6379
2022.09.08,8:00,0.86816,0.86957,0.86811,0.86955,16688
2022.09.08,12:00,0.86956,0.87107,0.8654,0.86925,25826
2022.09.08,16:00,0.86924,0.86939,0.86534,0.86812,34309
2022.09.08,20:00,0.8681,0.86945,0.86755,0.8688,16986
2022.09.09,0:00,0.86883,0.87026,0.86854,0.87005,8641
2022.09.09,4:00,0.87004,0.87056,0.869,0.86908,8316
2022.09.09,8:00,0.86907,0.8695,0.86738,0.86893,17643
2022.09.09,12:00,0.86897,0.86959,0.86682,0.86764,21022
2022.09.09,16:00,0.86763,0.86836,0.86586,0.86649,25415
2022.09.09,20:00,0.86648,0.86731,0.8662,0.86684,8541
2022.09.12,0:00,0.86804,0.86911,0.86612,0.86715,8015
2022.09.12,4:00,0.86714,0.86854,0.86707,0.86829,6788
2022.09.12,8:00,0.86828,0.87212,0.86764,0.87159,21561
2022.09.12,12:00,0.87157,0.87167,0.86704,0.86727,23988
2022.09.12,16:00,0.86726,0.86734,0.86484,0.86621,23629
2022.09.12,20:00,0.86622,0.86646,0.8655,0.86626,10630
2022.09.13,0:00,0.86621,0.86699,0.86579,0.86649,7964
2022.09.13,4:00,0.8665,0.86694,0.86625,0.8669,7924
2022.09.13,8:00,0.86689,0.86751,0.86466,0.86673,12418
2022.09.13,12:00,0.86672,0.86931,0.86594,0.86849,21943
2022.09.13,16:00,0.8685,0.8686,0.86627,0.86744,29882
2022.09.13,20:00,0.86745,0.86761,0.86656,0.86749,15656
2022.09.14,0:00,0.86745,0.86776,0.8668,0.86742,9353
2022.09.14,4:00,0.86741,0.86806,0.8672,0.86741,8923
2022.09.14,8:00,0.8674,0.86831,0.86573,0.86582,19896
2022.09.14,12:00,0.86583,0.86686,0.86447,0.86498,24641
2022.09.14,16:00,0.86497,0.86509,0.86243,0.86429,27347
2022.09.14,20:00,0.86428,0.86488,0.86371,0.86477,13557
2022.09.15,0:00,0.86472,0.86514,0.86381,0.86483,4446
2022.09.15,4:00,0.86484,0.8652,0.86417,0.86484,2637
2022.09.15,8:00,0.86485,0.867,0.86412,0.86673,11863
2022.09.15,12:00,0.86672,0.87014,0.86667,0.86946,17166
2022.09.15,16:00,0.86947,0.87197,0.86829,0.87144,24045
2022.09.15,20:00,0.87143,0.87194,0.87043,0.87188,11535
2022.09.16,0:00,0.8719,0.87225,0.87144,0.87219,3795
2022.09.16,4:00,0.87218,0.87273,0.87172,0.87175,3462
2022.09.16,8:00,0.87174,0.87671,0.87147,0.87547,17605
2022.09.16,12:00,0.87545,0.87709,0.87371,0.87486,21098
