Date,Time,Open,High,Low,Close,Volume
2018.10.22,0:00,0.66069,0.66094,0.65806,0.65842,10777
2018.10.22,4:00,0.65842,0.65996,0.65805,0.65892,16106
2018.10.22,8:00,0.65893,0.65979,0.6583,0.65858,17642
2018.10.22,12:00,0.65859,0.65862,0.65672,0.65714,14658
2018.10.22,16:00,0.65714,0.65735,0.65428,0.65502,13097
2018.10.22,20:00,0.655,0.65555,0.65486,0.65504,6485
2018.10.23,0:00,0.655,0.65579,0.65438,0.65469,8980
2018.10.23,4:00,0.65468,0.65515,0.65354,0.65391,13476
2018.10.23,8:00,0.6539,0.65681,0.65339,0.65563,18935
2018.10.23,12:00,0.65563,0.65651,0.65489,0.65522,16916
2018.10.23,16:00,0.65522,0.6561,0.65408,0.65585,16118
2018.10.23,20:00,0.65587,0.65628,0.65467,0.65467,7459
2018.10.24,0:00,0.65471,0.6554,0.65451,0.65523,7337
2018.10.24,4:00,0.65521,0.65663,0.65481,0.65651,12578
2018.10.24,8:00,0.6565,0.65656,0.65407,0.65431,18730
2018.10.24,12:00,0.65431,0.65515,0.65359,0.65462,15158
2018.10.24,16:00,0.65462,0.65473,0.65197,0.65243,12357
2018.10.24,20:00,0.65244,0.65271,0.65172,0.65263,6977
2018.10.25,0:00,0.65211,0.65249,0.65015,0.65202,7517
2018.10.25,4:00,0.65201,0.65283,0.6517,0.65211,10213
2018.10.25,8:00,0.65211,0.6524,0.65075,0.65202,15175
2018.10.25,12:00,0.65202,0.65371,0.6517,0.65351,15198
2018.10.25,16:00,0.65352,0.65435,0.65164,0.65164,19241
2018.10.25,20:00,0.65165,0.65244,0.65104,0.65197,7139
2018.10.26,0:00,0.65198,0.65302,0.65138,0.65147,5584
2018.10.26,4:00,0.6515,0.65208,0.64743,0.64759,11300
2018.10.26,8:00,0.64759,0.64812,0.64641,0.64714,12700
2018.10.26,12:00,0.64713,0.64779,0.64654,0.6477,11663
2018.10.26,16:00,0.64766,0.65317,0.6476,0.65186,11077
2018.10.26,20:00,0.65186,0.65271,0.65148,0.65153,4350
2018.10.29,0:00,0.65203,0.65258,0.65186,0.65208,7299
2018.10.29,4:00,0.65206,0.65473,0.65136,0.65444,10794
2018.10.29,8:00,0.65443,0.65514,0.65334,0.65491,13162
2018.10.29,12:00,0.6549,0.65545,0.65277,0.65289,16493
2018.10.29,16:00,0.65289,0.65365,0.65212,0.65251,11964
2018.10.29,20:00,0.65251,0.65291,0.65189,0.65221,5745
2018.10.30,0:00,0.65219,0.65358,0.65202,0.65329,4889
2018.10.30,4:00,0.6533,0.65544,0.65268,0.65477,6953
2018.10.30,8:00,0.65476,0.6558,0.65401,0.65414,8378
2018.10.30,12:00,0.65411,0.65704,0.65381,0.65679,10021
2018.10.30,16:00,0.65678,0.65718,0.65504,0.65526,8133
2018.10.30,20:00,0.65526,0.65554,0.65484,0.65524,3775
2018.10.31,0:00,0.65524,0.65697,0.65471,0.65521,7739
2018.10.31,4:00,0.65521,0.65537,0.65404,0.65487,6417
2018.10.31,8:00,0.65486,0.65552,0.65283,0.65292,12660
2018.10.31,12:00,0.65292,0.65492,0.65271,0.65342,13089
2018.10.31,16:00,0.65342,0.65418,0.65123,0.6516,15276
2018.10.31,20:00,0.65159,0.65254,0.65132,0.6518,5191
2018.11.01,0:00,0.6518,0.65578,0.65174,0.65547,10344
2018.11.01,4:00,0.65548,0.65854,0.65517,0.65804,9054
2018.11.01,8:00,0.65804,0.66149,0.6577,0.66126,16322
2018.11.01,12:00,0.66127,0.66305,0.66039,0.66264,14238
2018.11.01,16:00,0.66269,0.66583,0.66262,0.66526,14682
2018.11.01,20:00,0.66525,0.66615,0.6639,0.66397,5548
2018.11.02,0:00,0.66397,0.66648,0.66382,0.66484,7894
2018.11.02,4:00,0.66488,0.66886,0.6647,0.66786,10247
2018.11.02,8:00,0.66786,0.66806,0.6661,0.66692,15607
2018.11.02,12:00,0.66691,0.66878,0.66486,0.66559,16906
2018.11.02,16:00,0.66558,0.66643,0.66328,0.66391,13730
2018.11.02,20:00,0.66392,0.66483,0.66371,0.66461,4407
2018.11.05,0:00,0.66328,0.66627,0.66311,0.66397,8236
2018.11.05,4:00,0.66396,0.66467,0.66324,0.66406,8634
2018.11.05,8:00,0.66406,0.66645,0.66388,0.66604,12832
2018.11.05,12:00,0.66604,0.6663,0.66487,0.66612,12388
2018.11.05,16:00,0.66613,0.6675,0.66555,0.66628,10439
2018.11.05,20:00,0.66627,0.66728,0.66604,0.66623,3610
2018.11.06,0:00,0.66611,0.66682,0.66527,0.66544,7719
2018.11.06,4:00,0.66543,0.66592,0.6645,0.66573,6800
2018.11.06,8:00,0.66574,0.66785,0.66546,0.66705,13509
2018.11.06,12:00,0.66705,0.66829,0.66652,0.66778,12341
2018.11.06,16:00,0.66778,0.66794,0.66659,0.66667,10160
2018.11.06,20:00,0.66668,0.67398,0.66624,0.67365,4663
2018.11.07,0:00,0.67355,0.67654,0.67109,0.67338,15778
2018.11.07,4:00,0.67339,0.67774,0.67208,0.67675,13188
2018.11.07,8:00,0.67674,0.67827,0.67443,0.67819,16655
2018.11.07,12:00,0.67818,0.6788,0.67726,0.67756,14866
